postcode,state,total_population,demographic_score,pct_professional,pct_high_income_hh,median_hh_income_weekly,pct_degree,seifa_irsad_decile,pct_wfh,median_age,avg_household_size,unemployment_pct,labour_force_participation_pct,median_rent_weekly,rank
4309,QLD,5190,30.2,30.31,24.81,1516.66,12.25,3.45,16.42,45.3,2.61,3.46,58.89,307.68,702
4750,QLD,6093,30.2,24.28,33.03,2117.27,13.03,3.16,3.66,37.39,2.79,3.89,68.47,367.83,702
2484,NSW,20919,30.19,32.04,17.47,1325.8,17.9,4.06,15.43,46.84,2.51,5.72,52.82,359.26,704
2358,NSW,3908,30.12,31.68,14.9,1293.19,17.65,4.19,20.88,46.96,2.33,4.68,55.22,250.99,705
2340,NSW,53873,30.11,29.28,23.32,1598.97,15.65,3.68,11.81,38.98,2.51,5.21,61.01,327.73,706
2736,NSW,439,30.07,34.96,19.21,1388.22,8.87,4.31,13.84,40.31,2.54,4.61,56.73,182.26,707
4481,QLD,308,30.06,30.68,30.43,1875.0,11.28,2.0,11.93,38.0,2.3,1.7,68.1,100.0,708
4736,QLD,308,30.06,30.68,30.43,1875.0,11.28,2.0,11.93,38.0,2.3,1.7,68.1,100.0,708
4885,QLD,4020,30.04,33.96,17.2,1264.51,17.37,3.98,13.21,50.65,2.41,4.39,52.93,271.55,710
4560,QLD,37244,30.02,28.22,21.35,1530.67,17.56,4.13,11.7,44.33,2.54,5.14,57.55,394.13,711
2331,NSW,1220,30.02,15.64,36.31,1983.52,6.59,5.07,11.37,24.6,2.89,1.13,65.94,316.28,711
2737,NSW,1207,29.97,37.75,19.3,1527.81,6.81,3.34,16.09,40.58,2.65,2.3,57.57,208.1,713
4307,QLD,2375,29.93,28.23,26.45,1713.56,9.8,3.36,17.02,43.37,2.77,3.39,64.48,303.46,714
2359,NSW,1031,29.92,38.73,10.94,1151.6,8.85,4.45,23.68,47.13,2.55,7.21,48.84,162.38,715
2259,NSW,67470,29.87,26.34,26.5,1677.98,12.57,3.19,19.74,41.37,2.72,5.15,56.59,420.67,716
2390,NSW,9602,29.86,31.08,24.97,1612.21,11.82,3.36,11.3,41.46,2.51,3.76,61.27,262.56,717
2658,NSW,1564,29.85,36.06,16.82,1172.38,12.19,3.99,17.44,49.65,2.43,4.14,51.03,183.62,718
4280,QLD,21532,29.84,21.99,33.99,2134.21,10.25,2.91,11.96,36.11,3.2,5.05,66.58,445.25,719
2361,NSW,1455,29.84,43.87,7.04,957.06,8.69,4.33,23.58,50.18,2.33,8.65,48.53,178.72,719
2161,NSW,35918,29.79,27.01,19.47,1377.17,16.17,3.91,25.14,31.95,3.25,10.27,39.87,367.9,721
4716,QLD,825,29.77,31.23,26.84,1759.48,6.07,2.59,20.44,42.86,2.51,4.26,69.7,212.72,722
4129,QLD,6841,29.76,25.37,28.42,1856.12,12.84,3.38,11.19,34.01,2.89,5.19,67.92,404.4,723
2195,NSW,27215,29.65,25.25,14.21,1259.73,30.18,3.85,20.54,31.97,3.1,12.82,43.64,365.9,724
4381,QLD,1016,29.63,37.21,11.54,1146.34,17.21,3.89,17.48,48.66,2.4,2.7,53.75,242.28,725
4601,QLD,1383,29.63,39.0,12.46,1073.61,11.53,3.87,21.75,49.2,2.32,7.42,52.23,201.88,725
4505,QLD,26150,29.58,23.3,30.47,1934.12,12.27,3.26,11.72,39.3,2.83,5.38,63.66,408.78,727
4353,QLD,756,29.54,36.47,11.26,1375.16,11.5,3.73,24.77,47.18,2.59,2.8,61.23,251.81,728
4865,QLD,8879,29.44,25.33,28.3,1810.24,12.33,3.5,10.03,39.8,2.7,4.83,64.0,362.88,729
4183,QLD,2156,29.44,34.13,14.62,1177.13,19.11,3.64,17.0,52.17,2.16,3.46,48.6,322.84,729
4378,QLD,571,29.43,32.68,24.49,1408.0,12.15,3.0,13.39,44.0,2.7,5.2,57.0,265.0,731
2843,NSW,1258,29.43,35.45,16.66,1337.49,9.38,3.86,18.77,47.5,2.48,4.51,49.47,167.28,731
2671,NSW,4937,29.42,33.8,20.26,1495.55,10.69,3.52,13.66,42.01,2.43,2.19,61.86,215.33,733
2316,NSW,6595,29.37,27.28,21.55,1435.28,15.05,3.78,19.49,50.78,2.43,4.91,50.73,347.86,734
2550,NSW,17527,29.34,32.22,16.53,1286.15,18.81,3.84,13.38,48.55,2.33,3.35,54.15,296.34,735
4740,QLD,86534,29.34,25.34,30.11,1925.78,13.8,3.15,4.51,38.94,2.56,4.21,64.21,348.43,735
2464,NSW,7577,29.28,34.09,15.35,1189.89,17.18,4.06,12.86,54.91,2.16,4.17,44.59,394.86,737
2580,NSW,33574,29.28,28.35,24.18,1568.34,14.93,3.56,10.23,43.25,2.4,4.41,57.67,322.3,737
2355,NSW,814,29.26,37.49,16.85,1052.64,12.54,3.3,19.39,50.75,2.32,4.85,55.58,300.25,739
4735,QLD,1382,29.22,34.61,20.43,1459.22,10.15,3.08,16.28,44.38,2.15,2.09,62.65,182.07,740
2388,NSW,3074,29.19,36.02,20.31,1400.69,8.86,3.34,13.23,40.46,2.48,4.44,55.81,163.8,741
4822,QLD,1025,29.18,35.99,20.14,1653.41,7.53,2.68,16.95,36.96,2.63,2.46,67.47,179.57,742
2660,NSW,1752,29.18,34.77,18.12,1283.35,12.88,3.81,12.28,44.42,2.49,3.81,53.96,206.31,742
4019,QLD,21094,29.05,29.91,20.34,1321.08,16.26,3.77,13.84,46.71,2.22,6.7,55.25,322.13,744
4491,QLD,228,29.02,45.78,5.22,698.0,11.59,3.0,32.53,60.0,1.7,12.0,44.4,100.0,745
4550,QLD,5911,29.01,23.92,25.99,1740.82,14.81,3.6,12.23,41.89,2.78,4.71,62.64,410.58,746
2420,NSW,4210,29.01,30.41,19.04,1347.52,15.31,3.46,19.07,49.19,2.38,3.96,53.48,313.84,746
2722,NSW,4679,28.92,32.94,21.42,1482.81,11.08,3.18,13.63,43.82,2.49,3.1,57.91,212.47,748
2869,NSW,1533,28.89,40.94,11.25,1111.87,10.46,3.65,17.67,49.13,2.27,8.84,47.6,199.48,749
2680,NSW,25842,28.85,28.1,27.23,1752.36,13.89,3.04,5.03,38.13,2.7,3.14,64.56,302.43,750
2164,NSW,21634,28.84,26.18,23.73,1456.13,12.97,3.06,24.97,38.46,3.13,8.56,41.34,421.7,751
4361,QLD,3714,28.8,34.75,16.13,1207.92,10.64,3.98,17.34,49.54,2.41,5.14,56.24,255.95,752
2807,NSW,1229,28.8,39.74,13.66,1240.69,7.35,3.59,17.87,50.16,2.29,4.05,53.0,193.94,752
2871,NSW,9328,28.8,32.96,20.85,1369.19,11.92,3.62,10.67,42.79,2.41,4.03,58.08,225.72,752
2545,NSW,1132,28.73,31.81,14.23,1169.48,15.71,4.3,17.76,55.14,2.26,3.68,48.55,280.23,755
2475,NSW,879,28.71,36.0,12.68,890.52,13.54,3.55,27.66,55.11,2.06,8.68,48.66,205.37,756
4715,QLD,7760,28.7,26.28,28.25,1918.98,11.46,2.81,9.19,37.13,2.57,2.7,65.03,260.43,757
4076,QLD,8358,28.65,32.85,17.83,1040.45,15.98,4.17,11.37,35.9,1.87,7.5,35.55,212.58,758
2632,NSW,2497,28.65,34.49,18.34,1289.36,13.52,3.22,14.25,48.86,2.19,3.97,56.82,199.45,758
2330,NSW,23062,28.63,21.81,34.2,1994.15,10.99,2.44,11.42,36.86,2.68,4.09,64.74,344.48,760
2264,NSW,16155,28.6,27.47,20.43,1427.38,14.7,3.26,22.51,46.38,2.44,6.57,51.02,383.21,761
2357,NSW,4484,28.6,36.92,14.3,1171.36,11.46,3.87,14.77,49.82,2.32,6.24,47.45,200.32,761
2810,NSW,3315,28.59,39.09,12.93,1104.13,10.06,3.85,15.81,51.83,2.21,5.25,51.04,186.84,763
4872,QLD,6004,28.58,34.93,17.92,1278.68,8.67,3.46,18.89,45.05,2.39,5.15,42.16,233.38,764
2573,NSW,5892,28.44,23.37,28.42,1788.96,11.75,2.65,18.91,35.6,2.76,3.5,62.22,433.55,765
2710,NSW,10686,28.44,34.43,17.48,1332.54,11.67,3.66,12.09,46.67,2.29,3.68,56.51,215.56,765
4356,QLD,6061,28.38,31.39,22.28,1497.54,10.14,3.24,13.04,42.64,2.61,3.01,60.17,252.31,767
4886,QLD,971,28.38,41.06,8.12,1058.04,11.45,4.03,15.97,50.09,2.3,4.8,50.15,234.55,767
4852,QLD,4349,28.37,32.18,16.84,1241.06,16.56,3.83,11.33,48.91,2.2,4.75,54.54,298.1,769
2380,NSW,11561,28.35,27.73,27.24,1697.0,12.06,2.87,8.78,37.67,2.5,4.43,61.01,324.69,770
4802,QLD,13616,28.32,25.28,24.49,1643.05,15.96,3.67,7.02,37.0,2.25,4.4,67.62,371.7,771
4310,QLD,7334,28.31,30.19,19.92,1380.66,13.37,3.53,14.96,49.52,2.47,3.4,54.21,297.8,772
4371,QLD,703,28.3,33.0,16.16,1286.59,14.71,3.62,14.29,52.15,2.44,4.28,56.78,240.52,773
4565,QLD,15518,28.28,28.05,17.92,1357.11,16.48,4.1,13.86,51.3,2.44,4.55,50.65,453.9,774
2633,NSW,382,28.28,36.39,14.4,1034.21,12.49,3.37,20.8,51.68,2.14,6.62,51.77,173.69,774
4707,QLD,679,28.21,36.22,18.62,1337.42,7.23,2.17,26.39,48.69,2.35,2.76,54.65,110.58,776
2396,NSW,1000,28.18,38.86,15.54,1083.87,8.86,3.17,18.22,50.21,2.32,5.47,45.95,173.54,777
4868,QLD,23192,28.18,26.4,21.98,1620.05,15.3,3.61,10.43,38.42,2.58,6.47,62.19,357.68,777
2793,NSW,1527,28.12,37.69,9.99,1032.91,9.93,4.14,21.11,55.3,2.23,5.05,43.85,205.72,779
4519,QLD,9629,28.03,26.71,23.64,1591.12,13.39,3.38,11.52,41.34,2.71,5.48,58.28,383.86,780
4821,QLD,1501,28.02,35.0,15.52,1372.33,10.21,3.23,17.82,42.25,2.3,2.81,61.52,138.61,781
4418,QLD,398,28.01,34.27,9.57,1292.0,9.8,4.0,25.82,32.0,2.3,1.4,61.2,150.0,782
2713,NSW,3140,27.95,35.11,13.8,1188.15,11.84,3.95,14.59,48.53,2.31,3.53,55.76,171.78,783
4718,QLD,2617,27.92,27.27,28.22,1789.59,9.32,2.46,11.82,34.22,2.56,3.3,59.66,206.1,784
2865,NSW,1046,27.88,32.17,22.37,1435.22,7.55,3.33,12.21,43.23,2.55,4.11,61.52,216.52,785
2760,NSW,37624,27.87,22.78,23.34,1631.59,16.95,2.67,22.22,33.95,2.83,6.66,56.18,394.96,786
2409,NSW,1444,27.85,32.46,16.48,1475.5,7.91,3.9,15.49,37.76,2.88,13.6,41.95,183.28,787
2806,NSW,1015,27.77,32.82,18.54,1404.54,9.27,3.65,12.12,48.16,2.32,1.91,53.74,204.7,788
4751,QLD,4915,27.76,21.16,35.62,2195.22,7.79,2.39,5.65,38.06,2.72,2.49,67.11,337.51,789
4745,QLD,3098,27.73,16.7,43.06,2249.38,6.43,2.02,6.94,33.34,2.3,2.15,65.89,133.17,790
2648,NSW,3165,27.7,36.93,13.54,1273.49,9.15,3.31,17.82,50.26,2.28,4.48,50.32,166.42,791
2476,NSW,1175,27.66,38.19,10.33,903.41,12.06,3.75,20.0,52.33,2.24,6.93,48.14,204.89,792
2486,NSW,33561,27.62,28.04,20.46,1423.25,14.8,3.55,11.67,48.58,2.46,4.79,52.67,443.9,793
2824,NSW,2118,27.62,32.02,18.12,1364.58,11.55,3.63,11.62,46.75,2.33,5.9,54.58,214.29,793
4413,QLD,9486,27.59,28.17,24.19,1614.95,11.43,2.91,11.38,36.25,2.6,3.47,60.44,238.96,795
2712,NSW,1530,27.58,34.06,15.21,1275.58,11.26,3.68,13.88,51.92,2.33,3.43,52.09,189.19,796
2549,NSW,4114,27.56,28.13,18.53,1336.52,17.89,3.62,11.27,51.16,2.39,2.76,53.6,309.8,797
4754,QLD,3908,27.53,25.82,30.28,1910.96,7.69,2.51,8.18,39.3,2.81,3.23,59.4,270.15,798
4630,QLD,2536,27.46,39.28,12.95,1090.95,8.36,2.96,20.5,49.72,2.25,5.57,56.41,158.21,799
2714,NSW,3723,27.42,35.99,14.31,1122.52,10.81,3.64,14.24,54.62,2.24,2.81,47.11,224.7,800
4612,QLD,988,27.38,40.33,11.16,930.87,7.09,3.15,24.57,49.53,2.36,4.85,45.97,192.82,801
2870,NSW,12331,27.36,29.07,24.47,1509.79,12.13,2.82,9.21,39.92,2.47,4.99,59.35,257.21,802
4717,QLD,4916,27.34,16.43,41.76,2436.74,8.49,1.62,4.46,31.78,2.62,4.76,67.89,206.24,803
2540,NSW,49232,27.32,29.73,18.84,1344.71,14.51,3.47,11.68,49.02,2.34,4.96,49.1,359.69,804
2852,NSW,5622,27.3,30.88,21.56,1417.12,8.15,3.24,13.96,41.88,2.5,3.51,48.68,286.19,805
2846,NSW,680,27.28,31.7,11.94,1006.76,13.05,3.96,25.01,53.48,2.15,3.51,47.9,220.41,806
2546,NSW,10773,27.28,30.82,11.72,1064.78,19.14,4.11,15.14,57.95,2.1,3.71,41.55,306.11,806
4360,QLD,609,27.28,31.36,18.1,1215.0,10.3,4.0,12.71,46.0,2.5,4.0,50.1,265.0,806
2343,NSW,5470,27.25,33.38,16.72,1323.58,10.58,3.28,14.73,45.43,2.39,6.14,54.22,230.88,809
2505,NSW,5623,27.23,27.47,20.18,1353.84,14.7,3.08,17.91,42.05,2.34,7.13,49.96,352.35,810
4882,QLD,3184,27.2,27.91,22.99,1554.23,13.54,3.16,7.3,43.84,2.5,2.38,57.81,302.95,811
4702,QLD,33431,27.19,26.27,26.06,1732.37,9.61,2.78,11.54,39.39,2.7,4.51,61.66,280.82,812
2653,NSW,2846,27.03,31.55,19.09,1329.21,12.34,2.94,14.05,47.09,2.33,2.89,53.48,221.23,813
2563,NSW,308,27.01,20.41,24.96,1818.15,8.13,2.98,25.95,37.69,2.93,1.55,55.03,500.0,814
2587,NSW,3685,27.01,33.34,15.82,1214.87,12.44,3.55,11.81,49.05,2.29,4.56,54.0,236.28,814
2564,NSW,14201,27.0,23.77,17.27,1417.91,20.71,3.11,20.58,35.88,2.88,10.04,49.46,338.05,816
2425,NSW,2291,26.95,28.94,18.69,1348.48,10.42,3.21,20.83,47.6,2.49,4.69,53.49,304.23,817
2336,NSW,4337,26.95,23.04,30.11,1864.25,9.71,2.37,11.45,42.01,2.55,2.84,65.14,275.94,817
4287,QLD,1342,26.9,33.63,11.45,1233.33,11.31,3.32,22.83,49.2,2.36,2.32,45.13,231.75,819
4816,QLD,11645,26.88,31.31,20.56,1446.78,9.71,2.84,13.18,43.38,2.68,6.06,51.59,228.48,820
4731,QLD,218,26.88,41.35,12.5,1036.0,6.99,2.0,25.96,54.0,2.2,2.7,60.7,95.0,820
2539,NSW,21135,26.81,30.38,15.09,1183.41,16.51,3.56,13.87,52.65,2.26,4.82,47.11,349.99,822
2675,NSW,1662,26.77,29.92,19.68,1533.07,11.56,3.23,8.87,36.23,2.39,2.46,64.74,213.44,823
2797,NSW,762,26.75,29.95,21.28,1369.0,11.23,2.33,19.29,48.67,2.33,3.43,59.73,243.33,824
2317,NSW,6675,26.75,28.14,15.47,1207.66,15.25,3.52,20.34,55.82,2.2,4.6,44.33,376.56,824
2827,NSW,4039,26.74,35.4,14.82,1172.62,10.15,3.24,14.55,45.49,2.37,5.53,53.48,183.15,826
4388,QLD,466,26.73,32.93,15.1,1206.24,8.63,4.14,12.48,44.29,2.46,7.81,57.3,155.24,827
2835,NSW,4075,26.72,25.76,27.54,1774.31,9.76,2.53,8.35,37.81,2.35,3.25,59.1,190.98,828
2286,NSW,4832,26.71,23.71,27.62,1721.6,10.86,2.39,14.45,37.71,2.7,3.53,62.88,407.91,829
2663,NSW,5994,26.66,28.12,24.99,1651.95,9.25,2.58,10.05,41.39,2.57,4.41,49.52,207.11,830
4363,QLD,619,26.51,27.1,23.65,1472.26,10.7,3.0,11.89,41.97,2.75,5.01,58.15,261.44,831
4022,QLD,8216,26.49,25.72,21.45,1483.89,13.88,3.25,11.7,44.49,2.57,5.44,54.63,366.07,832
4402,QLD,1010,26.33,38.79,12.05,1018.53,5.86,2.76,24.13,52.17,2.38,8.21,49.97,190.36,833
4362,QLD,2898,26.29,33.22,13.74,1133.14,11.15,3.66,14.49,49.26,2.39,3.28,53.45,260.29,834
4829,QLD,729,26.27,30.09,21.83,1677.61,8.55,2.04,15.02,35.98,2.36,4.61,68.98,119.91,835
2647,NSW,2941,26.26,30.44,18.11,1329.08,9.9,3.6,10.86,50.95,2.35,2.14,51.57,267.02,836
2338,NSW,2273,26.21,32.89,13.16,1069.54,11.33,3.56,18.17,51.29,2.14,4.23,52.58,236.95,837
3644,NSW,1977,26.2,28.93,19.93,1435.14,11.75,3.36,7.9,47.02,2.4,2.78,57.66,269.32,838
4824,QLD,3891,26.18,24.34,27.22,1776.29,10.9,2.49,7.83,33.91,2.47,4.13,64.38,243.67,839
4680,QLD,55340,26.17,23.01,29.01,1818.23,12.43,2.48,4.3,37.42,2.6,7.45,64.57,280.04,840
4470,QLD,3278,26.13,31.17,18.25,1370.47,11.93,3.25,7.4,42.55,2.23,3.18,58.47,175.19,841
4741,QLD,9797,26.09,25.24,27.58,1833.14,7.75,2.31,9.76,44.63,2.61,3.12,56.3,243.28,842
4482,QLD,266,26.08,26.62,21.95,1792.0,13.62,2.0,12.34,39.0,2.1,4.8,71.6,140.0,843
4410,QLD,1568,26.07,34.96,10.25,1124.3,6.42,3.76,22.16,49.08,2.36,7.1,51.97,174.91,844
2473,NSW,3860,26.06,31.85,14.56,1099.73,15.86,3.26,12.39,52.7,2.2,4.86,46.7,319.78,845
4025,QLD,309,26.06,29.11,11.29,1224.0,12.09,5.0,10.76,45.0,1.9,1.8,53.4,213.0,845
4125,QLD,13269,26.04,21.36,26.89,1806.52,13.08,2.72,8.72,37.29,2.87,6.09,63.79,400.01,847
4118,QLD,32483,26.03,21.05,25.61,1834.83,14.35,2.78,8.83,35.2,2.96,6.62,65.07,384.5,848
2839,NSW,1085,26.03,36.83,14.72,1084.84,9.3,3.38,8.43,36.13,2.31,10.55,46.0,154.62,848
2705,NSW,11345,26.03,29.25,21.98,1512.23,10.95,2.74,7.9,39.02,2.55,3.85,59.13,244.04,848
2329,NSW,2472,25.99,33.12,15.72,1210.23,9.7,2.99,16.48,44.91,2.46,4.54,52.57,236.93,851
2278,NSW,2597,25.96,19.42,32.77,1901.58,9.18,2.01,12.99,39.85,2.85,4.22,67.81,379.43,852
2307,NSW,4537,25.9,24.71,17.55,1387.92,17.53,3.27,14.67,34.58,2.34,6.52,59.0,364.18,853
2672,NSW,1514,25.84,36.92,13.74,1167.81,7.66,3.59,7.39,39.76,2.4,7.22,52.71,144.57,854
2452,NSW,15331,25.82,27.9,16.66,1317.57,16.95,3.33,9.51,44.68,2.37,5.71,54.27,388.26,855
2346,NSW,4230,25.78,30.63,16.78,1225.57,10.0,3.24,15.98,46.86,2.31,4.22,54.6,272.07,856
4387,QLD,2032,25.78,33.95,14.22,1169.9,9.66,3.14,15.35,48.6,2.33,3.89,55.86,201.6,856
2356,NSW,300,25.77,45.71,6.19,792.0,5.81,2.0,27.62,51.0,2.1,7.0,44.2,120.0,858
2441,NSW,4773,25.75,30.95,14.63,1196.74,13.34,3.16,15.43,50.27,2.48,6.84,51.96,290.29,859
4809,QLD,1183,25.72,30.74,21.92,1404.15,7.21,2.45,13.66,45.16,2.38,3.36,57.64,203.44,860
2404,NSW,1971,25.7,38.63,7.48,930.41,9.62,3.65,16.34,55.81,2.23,6.32,45.81,190.76,861
2706,NSW,1686,25.63,31.5,17.1,1456.05,8.89,3.02,10.99,42.25,2.48,4.15,60.02,202.83,862
2821,NSW,4767,25.6,28.85,20.16,1381.02,10.84,3.03,10.07,39.64,2.55,4.89,55.86,239.82,863
4742,QLD,1527,25.6,26.26,22.64,1848.04,6.84,2.14,16.78,38.36,2.55,2.38,52.55,324.77,863
2328,NSW,3161,25.55,24.51,25.45,1588.79,9.01,2.71,11.92,42.48,2.45,2.99,61.35,286.18,865
2372,NSW,5806,25.42,35.08,9.6,958.07,12.06,3.51,16.56,54.95,2.12,6.75,45.83,248.36,866
4478,QLD,543,25.42,31.54,8.21,1586.43,8.28,2.92,26.36,42.3,2.48,2.87,70.83,146.87,866
2646,NSW,7812,25.4,31.49,16.29,1311.95,10.82,3.02,11.34,49.98,2.28,3.1,55.29,213.51,868
2370,NSW,9341,25.37,33.27,12.63,1075.91,11.45,3.34,14.96,48.43,2.22,6.24,49.57,218.34,869
2594,NSW,13352,25.35,30.27,17.6,1283.24,11.63,3.07,10.41,42.46,2.45,4.73,55.85,251.14,870
2474,NSW,7003,25.31,31.54,11.35,1064.54,13.81,3.46,16.84,50.28,2.27,5.84,48.54,270.29,871
4871,QLD,13753,25.28,32.13,16.87,1359.44,8.13,2.71,14.25,42.72,2.81,10.26,52.89,219.07,872
4828,QLD,406,25.28,23.27,29.36,1451.48,7.33,2.25,16.19,35.75,2.45,2.92,56.53,158.26,872
2725,NSW,390,25.18,29.28,13.76,1171.65,10.78,3.82,15.59,54.25,2.19,8.3,49.69,167.52,874
2829,NSW,3163,25.14,32.75,15.46,1302.37,10.47,3.1,8.03,38.84,2.41,7.07,50.48,184.91,875
4869,QLD,20632,25.14,21.77,24.11,1782.86,11.44,2.87,9.06,33.22,2.91,6.23,65.78,372.73,875
4492,QLD,337,25.11,24.35,28.39,1752.09,6.55,1.58,15.77,35.88,2.6,0.88,78.8,156.36,877
4377,NSW,908,25.11,35.6,10.65,1051.77,10.05,2.82,19.46,52.0,2.32,3.71,49.65,249.46,877
2730,NSW,1877,25.1,30.78,16.12,1237.79,11.74,2.82,13.98,47.97,2.37,4.84,55.75,197.0,879
2485,NSW,15649,25.09,27.44,14.59,1219.79,15.83,3.6,11.34,50.48,2.11,6.03,47.95,395.58,880
2446,NSW,15270,24.99,25.28,19.58,1454.63,12.54,3.16,10.84,44.04,2.62,4.69,55.37,365.66,881
4701,QLD,44390,24.94,23.94,23.47,1612.75,14.14,2.79,3.96,37.65,2.54,5.43,61.34,300.83,882
4875,QLD,7543,24.87,33.19,15.6,1439.97,8.55,3.27,2.94,28.19,3.39,8.83,51.07,157.33,883
4514,QLD,9287,24.87,23.22,25.58,1391.69,10.7,2.68,12.87,41.95,2.29,3.62,48.72,314.92,883
4405,QLD,15871,24.82,26.69,20.43,1542.08,11.2,2.8,8.29,37.62,2.59,5.33,61.46,259.22,885
2439,NSW,4316,24.81,27.09,16.52,1335.3,13.02,3.26,12.05,52.8,2.48,3.39,46.43,327.64,886
4472,QLD,1624,24.8,29.93,15.17,1387.47,9.49,2.7,17.63,47.34,2.32,2.1,60.95,189.22,887
4738,QLD,1157,24.73,26.72,25.9,1629.69,5.06,1.67,16.38,47.66,2.57,2.7,56.51,233.36,888
2455,NSW,3218,24.69,31.21,13.04,1137.3,16.31,2.98,9.8,55.54,2.22,5.5,45.27,362.89,889
4354,QLD,2252,24.62,28.11,15.48,1462.86,11.35,2.94,13.33,44.56,2.63,4.16,59.52,264.24,890
2334,NSW,3599,24.52,19.66,31.98,1927.14,8.8,1.53,10.0,34.33,2.77,4.49,68.52,367.41,891
2402,NSW,1995,24.5,35.25,10.99,1081.28,9.56,2.9,15.09,48.86,2.31,5.1,49.24,222.34,892
4285,QLD,22799,24.41,23.38,23.23,1639.89,9.73,2.57,11.2,41.74,2.77,5.86,58.7,367.27,893
2472,NSW,3015,24.38,29.12,17.29,1235.05,12.26,2.59,13.09,47.58,2.45,3.77,54.18,288.71,894
2820,NSW,8149,24.36,30.1,15.1,1260.21,9.58,3.1,13.05,41.85,2.39,6.44,46.34,231.16,895
2463,NSW,9589,24.3,29.89,15.24,1159.16,13.26,2.95,11.06,52.34,2.38,5.51,47.07,341.54,896
2790,NSW,16492,24.25,25.25,20.92,1333.93,12.08,2.62,12.75,47.31,2.25,5.96,50.61,280.0,897
2423,NSW,4489,24.22,29.07,14.71,1108.96,11.78,2.91,17.61,54.16,2.29,6.08,45.52,307.82,898
4855,QLD,1190,24.19,28.02,17.45,1249.37,9.42,2.95,14.76,46.85,2.34,4.87,54.7,253.84,899
2700,NSW,5624,24.19,30.91,15.46,1212.56,11.03,2.8,11.11,43.75,2.39,5.79,54.13,198.31,899
2166,NSW,54417,24.19,22.44,21.27,1399.86,12.76,2.34,19.27,39.16,3.24,10.02,41.76,367.98,899
2471,NSW,4505,24.17,28.63,18.47,1348.67,9.38,2.55,13.03,44.4,2.67,4.63,53.67,300.31,902
2449,NSW,2722,24.16,29.75,11.35,1061.66,13.73,3.29,16.14,47.34,2.45,10.23,47.81,274.1,903
4407,QLD,1131,24.16,33.68,14.08,1183.62,7.14,2.59,15.55,48.75,2.34,11.27,48.6,201.81,903
4800,QLD,10520,24.15,25.38,22.46,1607.72,9.67,2.37,8.84,44.35,2.55,3.76,60.27,318.99,905
2651,NSW,3080,24.11,19.61,20.63,1736.67,12.12,3.83,4.99,28.21,2.73,2.71,71.37,313.45,906
4340,QLD,6775,24.07,23.69,21.86,1517.46,9.95,2.62,12.85,43.66,2.59,5.53,55.09,317.22,907
2720,NSW,8710,24.0,26.11,20.56,1400.19,11.78,2.69,7.78,43.18,2.41,5.02,57.62,255.21,908
2541,NSW,29120,23.98,25.67,17.37,1333.3,14.22,3.15,8.08,41.57,2.38,6.52,51.75,348.92,909
2609,ACT,1138,23.97,26.19,14.52,1580.63,14.09,3.21,6.25,47.54,2.02,10.19,48.46,303.67,910
4490,QLD,1682,23.95,36.55,8.53,966.59,9.41,3.08,14.03,42.51,2.27,7.37,53.01,128.16,911
4305,QLD,64784,23.91,23.8,20.46,1493.15,12.4,2.78,9.38,38.03,2.54,7.72,58.7,304.57,912
4501,QLD,5917,23.91,23.08,18.01,1435.04,14.41,3.03,11.66,37.23,2.43,7.07,60.4,337.28,912
4400,QLD,2661,23.88,22.7,21.57,1726.46,10.4,2.81,7.31,37.79,2.82,5.04,65.47,327.93,914
4385,QLD,1544,23.85,35.13,11.23,1007.03,8.96,2.62,16.39,50.5,2.23,6.36,50.15,188.37,915
2369,NSW,2048,23.82,33.21,11.99,1114.04,8.37,2.84,15.76,43.64,2.46,8.0,45.29,231.98,916
2352,NSW,3114,23.75,23.6,21.99,1439.72,10.87,2.39,13.59,42.26,2.5,3.9,60.19,297.6,917
4207,QLD,69343,23.75,21.59,22.59,1662.66,11.36,2.63,9.25,36.48,2.78,6.88,60.91,370.48,917
4883,QLD,8949,23.59,28.89,15.37,1183.48,13.79,2.85,8.49,45.94,2.31,5.04,52.13,286.05,919
4600,QLD,1359,23.58,31.38,11.45,1060.18,8.53,2.99,19.4,54.19,2.24,5.8,41.79,219.2,920
2422,NSW,5711,23.58,29.95,12.5,1082.57,11.99,2.92,15.86,54.44,2.22,5.64,46.34,273.16,920
2168,NSW,45032,23.57,20.35,21.46,1488.05,11.28,2.49,19.16,34.92,3.31,10.25,42.98,383.02,922
4895,QLD,5145,23.52,33.12,12.68,1085.17,11.42,2.99,6.94,41.24,2.44,10.5,47.58,188.18,923
2536,NSW,19682,23.44,27.21,14.42,1211.79,14.62,3.05,9.7,52.65,2.25,4.86,45.51,352.88,924
2360,NSW,16150,23.36,29.26,15.06,1244.56,10.46,2.82,10.9,42.05,2.4,6.42,53.14,268.13,925
4133,QLD,22472,23.36,20.52,22.22,1657.15,12.3,2.64,8.74,34.76,2.92,7.47,59.48,377.09,925
4515,QLD,5362,23.33,23.09,21.76,1413.09,11.99,2.42,11.26,43.75,2.6,3.78,56.98,313.79,927
4858,QLD,1797,23.33,26.62,21.12,1426.92,7.98,2.56,7.83,43.39,2.53,3.51,59.95,269.85,927
2165,NSW,45732,23.31,22.48,19.04,1297.61,12.02,2.33,21.69,38.41,3.22,10.81,35.03,406.94,929
